,Unnamed: 0,timestamp,accel_x,accel_y,accel_z,gyro_roll,gyro_pitch,gyro_yaw,label
0,0,1550054269957615,0.01608698070049286,0.06026095151901245,0.7525127530097961,-0.00011731870472431184,0.00013637728989124298,-0.0006097275763750076,0
1,1,1550054270007615,0.015512446872889997,0.06467028707265854,0.7519861459732056,-0.00011726096272468567,0.00013630837202072144,-7.757544517517091e-05,0
2,2,1550054270057615,0.015512446872889997,0.06173073127865791,0.751459538936615,-0.0006490498781204224,-0.00039560720324516296,-7.753632962703705e-05,0
3,3,1550054270107615,0.0189596563577652,0.06173073127865791,0.751810610294342,-0.00011687912046909331,-0.0003954097628593445,-0.000609343871474266,0
4,4,1550054270157615,0.01838512159883976,0.05879117175936699,0.7525127530097961,-0.00011682137846946716,0.00013663433492183685,-7.719174027442932e-05,0
5,5,1550054270207615,0.017236052080988884,0.05879117175936699,0.7519861459732056,-0.00011676363646984099,0.0001365654170513153,-0.0006089992821216582,0
6,6,1550054270257615,0.020108727738261226,0.05732139199972153,0.7528638243675232,-0.00011670589447021484,0.00013649649918079376,0.0004549995064735413,0
7,7,1550054270307615,0.0212577972561121,0.06173073127865791,0.751459538936615,-0.0006484948098659514,0.0027956608682870865,0.00045477226376533514,0
8,8,1550054270357615,0.02757768332958221,0.05585161224007607,0.7533903717994691,-0.0017118621617555616,0.010240113362669943,0.0015182364732027054,0
9,9,1550054270407615,0.02413047291338444,0.0778983011841774,0.751459538936615,0.00041637755930423737,0.003320988267660141,-0.0053965263068676,0
10,10,1550054270457615,0.01953419111669064,0.07201918214559555,0.751810610294342,-0.0011793691664934158,0.003319328650832176,0.0004564821720123291,0
11,11,1550054270507615,0.01206523645669222,0.0661400705575943,0.7528638243675232,-0.0011787787079811096,0.0033176690340042114,0.0020517930388450627,0
12,12,1550054270557615,0.006894420832395554,0.06760984659194946,0.7530393600463867,-0.00011449493467807771,0.002784164622426033,0.002582613378763199,0
13,13,1550054270607615,0.01034163124859333,0.06467028707265854,0.7528638243675232,-0.0006462838500738144,0.002782773226499557,0.0015176273882389069,0
14,14,1550054270657615,0.014363376423716543,0.06320051103830338,0.7528638243675232,-0.0011778082698583605,0.0011858437210321426,0.0009850207716226578,0
15,15,1550054270707615,0.01953419111669064,0.07054940611124039,0.7525127530097961,-0.0006453730165958406,0.0017170961946249008,0.0015163756906986234,0
16,16,1550054270757615,0.02068326249718666,0.06907962262630463,0.7526882886886597,-0.0011768974363803866,0.0017162375152111053,0.0015156175941228867,0
17,17,1550054270807615,0.007468955591320991,0.06026095151901245,0.7526882886886597,-0.0011763088405132296,0.0006516873836517334,0.0025785528123378754,0
18,18,1550054270857615,0.010916166007518768,0.05732139199972153,0.7525127530097961,-0.0006438735872507094,0.000651361420750618,0.0015135705471038818,0
19,19,1550054270907615,0.03159942850470543,0.06467028707265854,0.7528638243675232,-0.0011753980070352554,0.0017147269099950788,0.002044660970568657,0
20,20,1550054270957615,0.05400629341602325,0.07936808466911316,0.7533903717994691,-0.0022385027259588237,0.002245716750621796,0.004702871665358543,0
21,21,1550054271007615,0.058028038591146476,0.07348896563053131,0.7532148957252502,-0.0022373832762241364,-0.0009464863687753676,0.00735975243151188,0
22,22,1550054271057615,0.04768640920519829,0.07495874166488647,0.7532148957252502,-0.001172572374343872,-0.003073398023843765,0.008951611816883087,0
23,23,1550054271107615,0.04136652499437332,0.06760984659194946,0.7528638243675232,0.0009553991258144381,-0.0036037079989910134,0.01320190727710724,0
24,24,1550054271157615,0.04826094582676888,0.06026095151901245,0.7521616816520691,0.0009549222886562347,-0.005197446793317796,0.01213161274790764,0
25,25,1550054271207615,0.059177111834287636,0.07348896563053131,0.7516350746154785,-0.00010924786329269408,-0.004131153225898743,0.009998161345720293,0
26,26,1550054271257615,0.06894420832395554,0.07936808466911316,0.7519861459732056,-0.00010919384658336641,-0.002001700922846794,0.01371608767658472,0
27,27,1550054271307615,0.06492245942354202,0.07936808466911316,0.7523372173309326,-0.001704677939414978,0.00119037926197052,0.019027695059776303,0
28,28,1550054271357615,0.045962803065776825,0.05585161224007607,0.7521616816520691,0.0025509465485811234,0.003849014639854431,0.028059571981430054,0
29,29,1550054271407615,0.04481373354792595,0.05732139199972153,0.7519861459732056,0.012122906744480131,-0.0004076827317476273,0.0179404579102993,0
30,30,1550054271457615,0.0517081543803215,0.0778983011841774,0.7516350746154785,0.008925766684114933,-0.00732148252427578,0.01739964261651039,0
31,31,1550054271507615,0.04883547872304917,0.05879117175936699,0.7511084675788879,0.00041175819933414465,-0.006785975769162178,0.01845463551580906,0
32,32,1550054271557615,0.050559084862470634,0.08524719625711441,0.7519861459732056,-0.001715831458568573,-0.004655197262763977,0.02057279460132122,0
33,33,1550054271607615,0.04941001534461975,0.0896565392613411,0.751459538936615,0.003603490069508553,-0.003589175641536713,0.02162620238959789,0
34,34,1550054271657615,0.03447210416197777,0.07348896563053131,0.7512840032577515,0.0009424556046724321,-0.0019918419420719147,0.017360616475343704,0
35,35,1550054271707615,0.014363376423716543,0.03233514353632927,0.7509329319000244,-0.0006535537540912628,0.002263925969600677,0.029052557423710827,0
36,36,1550054271757615,0.01608698070049286,0.035274703055620193,0.7523372173309326,0.007856316864490509,0.006517566740512848,0.022124025970697403,0
37,37,1550054271807615,0.02642861194908619,0.08083786070346832,0.7546191215515137,0.0057250019162893295,0.0011958442628383634,0.02158111892640591,0
38,38,1550054271857615,0.020108727738261226,0.06467028707265854,0.7490020394325256,0.00731767900288105,0.0001315530389547348,0.026356946676969528,0
39,39,1550054271907615,0.03677024319767952,0.1014147698879242,0.7523372173309326,0.011568792164325714,0.0027907192707061768,0.0173023771494627,0
40,40,1550054271957615,0.04653733968734741,0.09112631529569626,0.7521616816520691,0.00571269728243351,0.002789324149489403,0.024739576503634453,0
41,41,1550054272007615,0.03389756754040718,0.1322801411151886,0.7553212642669678,-0.001736009493470192,-0.008380847051739694,0.02259982004761696,0
42,42,1550054272057615,0.008618026040494442,0.14550815522670746,0.7537414431571959,-0.005989912897348404,-0.005185578018426895,0.022056672722101208,0
43,43,1550054272107615,0.005170815624296665,0.0778983011841774,0.7511084675788879,-0.013964615762233734,-0.006246676668524742,0.0358736515045166,0
44,44,1550054272157615,0.013214305974543095,0.029395585879683495,0.7546191215515137,-0.004384396597743034,-0.006243553012609482,0.0316009446978569,0
45,45,1550054272207615,0.006319885607808828,0.09406587481498717,0.7535659074783325,-0.010232515633106232,-0.0041130445897579184,0.020416367799043652,0
46,46,1550054272257615,-0.0051081590354442605,0.07054940611124039,0.7500552535057068,-0.010227398946881294,-0.007302066311240195,0.0464666374027729,0
47,47,1550054272307615,0.007468955591320991,0.052912052720785134,0.751459538936615,0.0020101834088563923,0.004402207210659982,0.03793385997414589,0
48,48,1550054272357615,0.016661517322063446,0.05144227296113968,0.7493531107902527,0.028601502999663356,0.012909550219774244,0.03206457942724228,0
49,49,1550054272407615,-0.01532447710633278,0.06760984659194946,0.7519861459732056,0.04666998237371445,0.018753405660390854,0.01609315350651741,0
50,50,1550054272457615,-0.03958823159337044,0.09406587481498717,0.7591829895973206,0.033350486308336265,0.022466953843832016,0.012894028797745705,0
51,51,1550054272507615,-0.0574667900800705,0.0896565392613411,0.7521616816520691,0.006209639832377435,-0.0046684499830007544,0.017674200236797333,0
52,52,1550054272557615,-0.037034153938293464,0.09406587481498717,0.7549701929092407,-0.002303007990121841,0.00012050382792949675,0.02245198003947735,0
53,53,1550054272607615,-0.0076622385531663895,0.10288454592227936,0.7493531107902527,0.00035737454891204834,-0.00041140429675579066,0.01659044250845909,0
54,54,1550054272657615,0.02815221808850765,0.08524719625711441,0.7504063248634338,0.0019527375698089602,0.005439113825559615,0.02030507288873196,0
55,55,1550054272707615,0.020108727738261226,0.10582410544157027,0.7558478713035583,-0.0012393184006214142,0.018732555210590363,0.010189836844801905,0
56,56,1550054272757615,-0.040865272283554084,0.10729388892650604,0.7533903717994691,0.0008886866271495818,0.014468416571617125,0.017098747193813324,0
57,57,1550054272807615,-0.06640607118606567,0.08377742022275925,0.7537414431571959,-0.0012391433119773865,0.008079024031758308,0.024536047130823132,0
58,58,1550054272857615,-0.047250472009181976,0.08377742022275925,0.7516350746154785,0.003016248345375061,-0.0004345588386058808,0.011227618902921677,0
59,59,1550054272907615,0.01206523645669222,0.08377742022275925,0.7525127530097961,0.0003555081784725189,0.0016930438578128815,0.010158311575651169,0
60,60,1550054272957615,0.00459628039970994,0.09259609133005142,0.7528638243675232,-0.002303900197148323,-0.0004351884126663208,0.01228061877191067,0
61,61,1550054273007615,-0.07279126346111298,0.10582410544157027,0.7539169788360596,0.0003564823418855667,0.00328795425593853,0.011210786178708076,0
